# Coding: utf-8,
# File format version: 2,
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.,
#           Returns the global,beam and diffuse irradiations integrated over a selected time step
#           for a selected location (geostationary satellite coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service,
# Date begin (ISO 8601): 2022-01-30T00:00:00.0,
# Date end (ISO 8601): 2025-01-01T00:00:00.0,
# Latitude (positive North,ISO 19115): 43.9804
# Longitude (positive East,ISO 19115): 0.5724
# Altitude (m): 128.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s,
# noValue: nan,
# File generated on: 2026-01-22,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2),
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2),
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2),
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#11. Reliability. Proportion of reliable data in the summarization (0-1),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability,
2023-10-16T15:00:00.0/2023-10-16T16:00:00.0;385.7812;242.0723;173.2787;68.7936;607.8752;182.8173;43.7758;139.0415;158.4723;1.0000,
2023-10-16T16:00:00.0/2023-10-16T17:00:00.0;157.1182;77.3953;43.0859;34.3094;318.1889;75.3704;38.6224;36.7480;294.8731;1.0000,
2023-10-16T17:00:00.0/2023-10-16T18:00:00.0;2.3602;0.5972;0.0495;0.5477;1.4269;0.5972;0.0495;0.5477;1.4269;0.9500,
2023-10-16T18:00:00.0/2023-10-16T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-16T19:00:00.0/2023-10-16T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-16T20:00:00.0/2023-10-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-16T21:00:00.0/2023-10-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-16T22:00:00.0/2023-10-16T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-16T23:00:00.0/2023-10-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-17T00:00:00.0/2023-10-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-17T01:00:00.0/2023-10-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-17T02:00:00.0/2023-10-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-17T03:00:00.0/2023-10-17T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-17T04:00:00.0/2023-10-17T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-17T05:00:00.0/2023-10-17T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-17T06:00:00.0/2023-10-17T07:00:00.0;57.9519;24.0201;10.6792;13.3409;124.6313;14.8814;0.0999;14.7816;1.1658;0.6667,
2023-10-17T07:00:00.0/2023-10-17T08:00:00.0;284.5479;167.1101;114.8562;52.2539;535.3669;92.9090;0.9082;92.0008;4.1956;0.8500,
2023-10-17T08:00:00.0/2023-10-17T09:00:00.0;494.0451;332.8197;261.2417;71.5781;721.4146;245.6994;69.2066;176.4928;180.4971;1.0000,
2023-10-17T09:00:00.0/2023-10-17T10:00:00.0;659.4703;470.4879;388.7177;81.7701;807.4877;376.0534;154.5796;221.4739;325.5144;1.0000,
2023-10-17T10:00:00.0/2023-10-17T11:00:00.0;769.5284;563.3699;476.1937;87.1762;848.5870;452.8455;188.8685;263.9770;334.4089;1.0000,
2023-10-17T11:00:00.0/2023-10-17T12:00:00.0;816.6997;603.2501;514.2429;89.0073;863.7106;536.0169;344.6127;191.4043;578.2236;1.0000,
2023-10-17T12:00:00.0/2023-10-17T13:00:00.0;797.7530;586.6270;498.1340;88.4930;856.4468;430.1345;120.3164;309.8181;206.5067;1.0000,
2023-10-17T13:00:00.0/2023-10-17T14:00:00.0;713.9656;514.9612;429.6158;85.3454;824.8330;341.7810;66.5701;275.2109;127.3540;1.0000,
2023-10-17T14:00:00.0/2023-10-17T15:00:00.0;571.0362;394.7034;317.0965;77.6070;759.5623;291.4797;82.0920;209.3878;199.7098;1.0000,
2023-10-17T15:00:00.0/2023-10-17T16:00:00.0;378.6959;238.6628;176.4159;62.2468;630.5397;181.8357;47.9093;133.9264;163.7255;1.0000,
2023-10-17T16:00:00.0/2023-10-17T17:00:00.0;150.0435;73.9036;42.4139;31.4897;322.8881;60.5421;10.3589;50.1831;110.6136;1.0000,
2023-10-17T17:00:00.0/2023-10-17T18:00:00.0;1.4856;0.3620;0.0229;0.3392;0.0000;0.3620;0.0229;0.3392;0.0000;0.9667,
2023-10-17T18:00:00.0/2023-10-17T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-17T19:00:00.0/2023-10-17T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-17T20:00:00.0/2023-10-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-17T21:00:00.0/2023-10-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-17T22:00:00.0/2023-10-17T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-17T23:00:00.0/2023-10-18T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-18T00:00:00.0/2023-10-18T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-18T01:00:00.0/2023-10-18T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-18T02:00:00.0/2023-10-18T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-18T03:00:00.0/2023-10-18T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-18T04:00:00.0/2023-10-18T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-18T05:00:00.0/2023-10-18T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-18T06:00:00.0/2023-10-18T07:00:00.0;54.3590;22.5779;11.3515;11.2263;138.8117;2.7191;0.0000;2.7191;0.0000;0.6750,
2023-10-18T07:00:00.0/2023-10-18T08:00:00.0;279.0154;163.3382;119.8282;43.5100;571.1608;18.0136;0.0000;18.0136;0.0000;0.8500,
2023-10-18T08:00:00.0/2023-10-18T09:00:00.0;488.2827;326.3532;268.1857;58.1675;750.0708;28.5722;0.0000;28.5722;0.0000;1.0000,
2023-10-18T09:00:00.0/2023-10-18T10:00:00.0;653.4569;460.7098;388.4501;72.2597;815.4006;55.7737;0.0190;55.7547;0.0365;1.0000,
2023-10-18T10:00:00.0/2023-10-18T11:00:00.0;763.2603;550.7781;460.6230;90.1552;828.2521;253.5274;25.5628;227.9646;44.6569;1.0000,
2023-10-18T11:00:00.0/2023-10-18T12:00:00.0;810.1910;588.9281;483.3321;105.5960;818.8044;461.7997;253.9212;207.8786;430.0844;1.0000,
2023-10-18T12:00:00.0/2023-10-18T13:00:00.0;791.0345;573.2413;465.2942;107.9470;807.3079;234.5867;13.9240;220.6627;23.7414;1.0000,
2023-10-18T13:00:00.0/2023-10-18T14:00:00.0;707.0827;504.8487;407.9388;96.9098;791.4592;203.1425;38.1399;165.0026;78.5843;1.0000,
2023-10-18T14:00:00.0/2023-10-18T15:00:00.0;564.0458;387.9001;305.8975;82.0027;742.5848;294.8398;120.1975;174.6423;297.3459;1.0000,
2023-10-18T15:00:00.0/2023-10-18T16:00:00.0;371.6623;233.2288;168.8221;64.4067;613.8764;196.8093;104.9275;91.8818;367.4413;1.0000,
2023-10-18T16:00:00.0/2023-10-18T17:00:00.0;143.0341;69.1009;36.9313;32.1696;283.6758;67.1497;33.8097;33.3400;266.4265;1.0000,
2023-10-18T17:00:00.0/2023-10-18T18:00:00.0;0.8050;0.1861;0.0046;0.1815;0.0000;0.1861;0.0046;0.1815;0.0000;0.9833,
2023-10-18T18:00:00.0/2023-10-18T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-18T19:00:00.0/2023-10-18T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-18T20:00:00.0/2023-10-18T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-18T21:00:00.0/2023-10-18T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-18T22:00:00.0/2023-10-18T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-18T23:00:00.0/2023-10-19T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-19T00:00:00.0/2023-10-19T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-19T01:00:00.0/2023-10-19T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-19T02:00:00.0/2023-10-19T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-19T03:00:00.0/2023-10-19T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-19T04:00:00.0/2023-10-19T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-19T05:00:00.0/2023-10-19T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-19T06:00:00.0/2023-10-19T07:00:00.0;50.8655;21.7143;11.1690;10.5453;142.8192;2.6511;0.0000;2.6511;0.0000;0.6833,
2023-10-19T07:00:00.0/2023-10-19T08:00:00.0;273.4663;163.0643;118.6425;44.4218;577.9127;18.1299;0.0000;18.1299;0.0000;0.8500,
2023-10-19T08:00:00.0/2023-10-19T09:00:00.0;482.5025;326.5992;263.3668;63.2323;746.0964;56.6173;0.0064;56.6109;0.0170;1.0000,
2023-10-19T09:00:00.0/2023-10-19T10:00:00.0;647.4280;462.7298;388.5118;74.2179;823.0291;54.2306;0.0067;54.2239;0.0130;1.0000,
2023-10-19T10:00:00.0/2023-10-19T11:00:00.0;756.9828;555.4709;475.3043;80.1666;862.0128;191.8144;3.3656;188.4489;5.9102;1.0000,
2023-10-19T11:00:00.0/2023-10-19T12:00:00.0;803.6823;595.3915;512.3177;83.0738;875.3866;247.7834;17.4216;230.3618;29.9518;1.0000,
2023-10-19T12:00:00.0/2023-10-19T13:00:00.0;784.3280;578.2690;497.1135;81.1555;870.3199;196.5313;9.6244;186.9069;17.0111;1.0000,
2023-10-19T13:00:00.0/2023-10-19T14:00:00.0;700.2257;505.9933;431.5485;74.4448;845.8513;114.0724;0.3313;113.7411;0.6250;1.0000,
2023-10-19T14:00:00.0/2023-10-19T15:00:00.0;557.0961;386.0065;321.3770;64.6295;790.2776;55.1232;0.0091;55.1141;0.0199;1.0000,
2023-10-19T15:00:00.0/2023-10-19T16:00:00.0;364.6840;230.6348;179.1177;51.5171;665.4241;88.3891;3.0454;85.3437;14.5480;1.0000,
2023-10-19T16:00:00.0/2023-10-19T17:00:00.0;136.0934;66.9891;41.0396;25.9495;332.2689;56.4538;9.7041;46.7497;94.5169;1.0000,
2023-10-19T17:00:00.0/2023-10-19T18:00:00.0;0.3636;0.0797;0.0044;0.0753;0.0000;0.0797;0.0044;0.0753;0.0000;0.9917,
2023-10-19T18:00:00.0/2023-10-19T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-19T19:00:00.0/2023-10-19T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-19T20:00:00.0/2023-10-19T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-19T21:00:00.0/2023-10-19T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-19T22:00:00.0/2023-10-19T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-19T23:00:00.0/2023-10-20T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-20T00:00:00.0/2023-10-20T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-20T01:00:00.0/2023-10-20T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-20T02:00:00.0/2023-10-20T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-20T03:00:00.0/2023-10-20T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-20T04:00:00.0/2023-10-20T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-20T05:00:00.0/2023-10-20T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-20T06:00:00.0/2023-10-20T07:00:00.0;47.4728;21.3095;11.8241;9.4854;158.3831;2.6389;0.0000;2.6389;0.0000;0.6917,
2023-10-20T07:00:00.0/2023-10-20T08:00:00.0;267.9025;165.2046;125.7298;39.4748;626.5110;18.7905;0.0000;18.7905;0.0000;0.8500,
2023-10-20T08:00:00.0/2023-10-20T09:00:00.0;476.7062;329.9799;276.1339;53.8461;792.4984;28.9156;0.0000;28.9156;0.0000;1.0000,
2023-10-20T09:00:00.0/2023-10-20T10:00:00.0;641.3859;464.0707;387.4191;76.6516;830.1758;84.8533;3.4893;81.3640;6.9177;1.0000,
2023-10-20T10:00:00.0/2023-10-20T11:00:00.0;750.6986;553.1119;441.5286;111.5833;808.3719;228.9097;14.4662;214.4436;26.0792;1.0000,
2023-10-20T11:00:00.0/2023-10-20T12:00:00.0;797.1765;589.2574;447.1927;142.0647;770.8372;354.8515;80.5048;274.3467;138.8522;1.0000,
2023-10-20T12:00:00.0/2023-10-20T13:00:00.0;777.6368;570.2123;416.4248;153.7875;735.6518;221.5201;13.9990;207.5210;25.1985;1.0000,
2023-10-20T13:00:00.0/2023-10-20T14:00:00.0;693.3981;497.1895;350.6156;146.5739;693.9509;120.4901;2.8399;117.6502;5.2824;1.0000,
2023-10-20T14:00:00.0/2023-10-20T15:00:00.0;550.1905;374.9512;244.4403;130.5109;607.4594;121.9294;5.9175;116.0119;14.4398;1.0000,
2023-10-20T15:00:00.0/2023-10-20T16:00:00.0;357.7645;217.4654;118.5644;98.9010;444.3587;111.2804;2.0692;109.2112;8.8607;1.0000,
2023-10-20T16:00:00.0/2023-10-20T17:00:00.0;129.2249;57.9011;18.1841;39.7170;137.3604;34.1283;1.5713;32.5570;19.1308;1.0000,
2023-10-20T17:00:00.0/2023-10-20T18:00:00.0;0.0772;0.0166;0.0014;0.0152;0.0000;0.0166;0.0014;0.0152;0.0000;1.0000,
2023-10-20T18:00:00.0/2023-10-20T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-20T19:00:00.0/2023-10-20T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-20T20:00:00.0/2023-10-20T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-20T21:00:00.0/2023-10-20T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-20T22:00:00.0/2023-10-20T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-20T23:00:00.0/2023-10-21T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T00:00:00.0/2023-10-21T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T01:00:00.0/2023-10-21T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T02:00:00.0/2023-10-21T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T03:00:00.0/2023-10-21T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T04:00:00.0/2023-10-21T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T05:00:00.0/2023-10-21T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T06:00:00.0/2023-10-21T07:00:00.0;44.1565;17.4763;5.0476;12.4287;63.2622;17.4763;5.0476;12.4287;63.2622;0.7083,
2023-10-21T07:00:00.0/2023-10-21T08:00:00.0;262.3253;155.3427;93.6323;61.7103;466.3203;154.8087;92.7871;62.0216;463.1624;0.8500,
2023-10-21T08:00:00.0/2023-10-21T09:00:00.0;470.8961;325.0034;240.1576;84.8458;696.1127;208.1620;105.7769;102.3851;299.3835;1.0000,
2023-10-21T09:00:00.0/2023-10-21T10:00:00.0;635.3331;465.1526;368.4373;96.7152;796.0974;441.1119;323.6795;117.4323;705.3510;1.0000,
2023-10-21T10:00:00.0/2023-10-21T11:00:00.0;744.4104;558.5981;453.6435;104.9547;837.5321;483.5677;321.6647;161.9030;597.4509;1.0000,
2023-10-21T11:00:00.0/2023-10-21T12:00:00.0;790.6769;597.7021;488.5266;109.1755;849.4016;400.1284;127.6571;272.4712;221.8922;1.0000,
2023-10-21T12:00:00.0/2023-10-21T13:00:00.0;770.9642;580.0162;473.3588;106.6574;844.0319;459.6128;248.6760;210.9368;448.0187;1.0000,
2023-10-21T13:00:00.0/2023-10-21T14:00:00.0;686.6032;507.1587;409.7555;97.4032;819.9181;405.5501;224.9408;180.6093;453.4163;1.0000,
2023-10-21T14:00:00.0/2023-10-21T15:00:00.0;543.3326;384.9340;300.9998;83.9342;759.3943;146.4231;38.7604;107.6627;100.1507;1.0000,
2023-10-21T15:00:00.0/2023-10-21T16:00:00.0;350.9072;225.8704;160.3421;65.5283;617.3372;135.0493;18.7081;116.3412;69.3911;1.0000,
2023-10-21T16:00:00.0/2023-10-21T17:00:00.0;122.3974;60.0643;30.4493;29.6150;250.4958;56.3201;24.3684;31.9517;207.4716;1.0000,
2023-10-21T17:00:00.0/2023-10-21T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T18:00:00.0/2023-10-21T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T19:00:00.0/2023-10-21T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T20:00:00.0/2023-10-21T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T21:00:00.0/2023-10-21T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T22:00:00.0/2023-10-21T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-21T23:00:00.0/2023-10-22T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T00:00:00.0/2023-10-22T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T01:00:00.0/2023-10-22T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T02:00:00.0/2023-10-22T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T03:00:00.0/2023-10-22T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T04:00:00.0/2023-10-22T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T05:00:00.0/2023-10-22T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T06:00:00.0/2023-10-22T07:00:00.0;40.9899;16.7315;6.6031;10.1284;90.2150;2.3545;0.0000;2.3545;0.0000;0.7167,
2023-10-22T07:00:00.0/2023-10-22T08:00:00.0;256.7366;153.3748;102.8265;50.5483;527.8024;85.6489;41.0348;44.6141;170.6859;0.8500,
2023-10-22T08:00:00.0/2023-10-22T09:00:00.0;465.0739;320.8703;250.0624;70.8080;735.1263;289.8336;185.3800;104.4536;544.3041;1.0000,
2023-10-22T09:00:00.0/2023-10-22T10:00:00.0;629.2718;458.8025;374.6177;84.1847;818.0190;357.3635;134.3352;223.0283;296.8839;1.0000,
2023-10-22T10:00:00.0/2023-10-22T11:00:00.0;738.1210;550.1058;453.4493;96.6564;844.8830;253.9829;13.9949;239.9880;26.4299;1.0000,
2023-10-22T11:00:00.0/2023-10-22T12:00:00.0;784.1863;587.3784;481.4824;105.8960;844.5594;395.3550;74.7038;320.6512;130.9808;1.0000,
2023-10-22T12:00:00.0/2023-10-22T13:00:00.0;764.3135;568.2620;459.8834;108.3786;827.5198;472.9758;253.6812;219.2946;460.2274;1.0000,
2023-10-22T13:00:00.0/2023-10-22T14:00:00.0;679.8446;494.3212;390.9913;103.3299;790.3481;256.9794;36.8470;220.1324;70.8809;1.0000,
2023-10-22T14:00:00.0/2023-10-22T15:00:00.0;536.5259;371.3520;279.2039;92.1481;713.0554;209.5927;18.6297;190.9630;48.9610;1.0000,
2023-10-22T15:00:00.0/2023-10-22T16:00:00.0;344.1156;213.4886;143.1904;70.2982;561.4592;176.9345;65.9335;111.0011;279.2528;1.0000,
2023-10-22T16:00:00.0/2023-10-22T17:00:00.0;115.8012;53.9737;25.6563;28.3174;219.1570;53.9737;25.6563;28.3174;219.1570;1.0000,
2023-10-22T17:00:00.0/2023-10-22T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T18:00:00.0/2023-10-22T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T19:00:00.0/2023-10-22T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T20:00:00.0/2023-10-22T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T21:00:00.0/2023-10-22T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T22:00:00.0/2023-10-22T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-22T23:00:00.0/2023-10-23T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-23T00:00:00.0/2023-10-23T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-23T01:00:00.0/2023-10-23T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-23T02:00:00.0/2023-10-23T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-23T03:00:00.0/2023-10-23T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
