# Coding: utf-8,
# File format version: 2,
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.,
#           Returns the global,beam and diffuse irradiations integrated over a selected time step
#           for a selected location (geostationary satellite coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service,
# Date begin (ISO 8601): 2022-01-30T00:00:00.0,
# Date end (ISO 8601): 2025-01-01T00:00:00.0,
# Latitude (positive North,ISO 19115): 43.9804
# Longitude (positive East,ISO 19115): 0.5724
# Altitude (m): 128.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s,
# noValue: nan,
# File generated on: 2026-01-22,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2),
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2),
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2),
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#11. Reliability. Proportion of reliable data in the summarization (0-1),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability,
2024-04-25T13:00:00.0/2024-04-25T14:00:00.0;1078.1036;841.3742;715.5016;125.8725;893.0809;841.3742;715.5016;125.8725;893.0809;1.0000,
2024-04-25T14:00:00.0/2024-04-25T15:00:00.0;951.5710;730.6263;618.0463;112.5800;873.6968;622.1136;513.0110;109.1025;715.0027;1.0000,
2024-04-25T15:00:00.0/2024-04-25T16:00:00.0;775.0425;577.5410;481.0584;96.4826;834.1544;369.1743;241.4327;127.7416;412.5747;1.0000,
2024-04-25T16:00:00.0/2024-04-25T17:00:00.0;560.5754;395.3128;318.0665;77.2463;760.1282;212.6722;51.7191;160.9530;145.9550;1.0000,
2024-04-25T17:00:00.0/2024-04-25T18:00:00.0;322.8098;202.3022;149.1560;53.1462;607.6860;202.2429;149.0067;53.2362;606.7106;1.0000,
2024-04-25T18:00:00.0/2024-04-25T19:00:00.0;81.7908;37.5865;20.5873;16.9991;206.4060;36.5543;18.2386;18.3157;186.1972;0.8583,
2024-04-25T19:00:00.0/2024-04-25T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-25T20:00:00.0/2024-04-25T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-25T21:00:00.0/2024-04-25T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-25T22:00:00.0/2024-04-25T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-25T23:00:00.0/2024-04-26T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-26T00:00:00.0/2024-04-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-26T01:00:00.0/2024-04-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-26T02:00:00.0/2024-04-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-26T03:00:00.0/2024-04-26T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-26T04:00:00.0/2024-04-26T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-26T05:00:00.0/2024-04-26T06:00:00.0;116.8761;58.3360;35.9985;22.3375;309.6901;7.2140;0.0000;7.2140;0.0000;0.6167,
2024-04-26T06:00:00.0/2024-04-26T07:00:00.0;361.8728;236.1542;182.3456;53.8086;666.9351;120.5906;21.9891;98.6015;80.1348;1.0000,
2024-04-26T07:00:00.0/2024-04-26T08:00:00.0;597.2642;431.4542;358.3172;73.1370;804.1298;295.4552;105.9596;189.4955;223.3141;1.0000,
2024-04-26T08:00:00.0/2024-04-26T09:00:00.0;806.9971;611.8636;524.6539;87.2097;873.5727;461.0552;190.1471;270.9081;313.9719;1.0000,
2024-04-26T09:00:00.0/2024-04-26T10:00:00.0;976.7919;759.3441;654.6647;104.6794;901.4775;580.4229;261.4188;319.0041;359.6354;1.0000,
2024-04-26T10:00:00.0/2024-04-26T11:00:00.0;1095.0933;861.9999;735.2470;126.7529;903.1746;570.8634;162.6278;408.2356;202.0773;1.0000,
2024-04-26T11:00:00.0/2024-04-26T12:00:00.0;1153.8577;912.1595;766.2089;145.9506;893.2628;616.3667;185.8391;430.5276;216.1921;1.0000,
2024-04-26T12:00:00.0/2024-04-26T13:00:00.0;1149.1022;905.4060;749.1232;156.2829;876.8621;631.8968;266.1506;365.7462;312.8936;1.0000,
2024-04-26T13:00:00.0/2024-04-26T14:00:00.0;1081.1749;841.8647;685.1343;156.7305;852.1163;696.3411;270.2407;426.1003;335.4914;1.0000,
2024-04-26T14:00:00.0/2024-04-26T15:00:00.0;954.7314;726.1944;574.1060;152.0884;808.0630;540.7967;165.9714;374.8253;235.7773;1.0000,
2024-04-26T15:00:00.0/2024-04-26T16:00:00.0;778.4158;566.4701;422.4497;144.0204;727.6815;502.4136;294.2263;208.1873;522.1199;1.0000,
2024-04-26T16:00:00.0/2024-04-26T17:00:00.0;564.2703;376.7413;251.3374;125.4039;593.4335;316.9369;151.5040;165.4329;360.6111;1.0000,
2024-04-26T17:00:00.0/2024-04-26T18:00:00.0;326.9129;181.4998;95.7561;85.7436;377.0660;104.0264;7.2154;96.8110;27.6288;1.0000,
2024-04-26T18:00:00.0/2024-04-26T19:00:00.0;85.5489;32.2044;9.3434;22.8610;88.1068;22.6272;4.9129;17.7143;40.7602;0.8500,
2024-04-26T19:00:00.0/2024-04-26T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-26T20:00:00.0/2024-04-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-26T21:00:00.0/2024-04-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-26T22:00:00.0/2024-04-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-26T23:00:00.0/2024-04-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-27T00:00:00.0/2024-04-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-27T01:00:00.0/2024-04-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-27T02:00:00.0/2024-04-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-27T03:00:00.0/2024-04-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-27T04:00:00.0/2024-04-27T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-27T05:00:00.0/2024-04-27T06:00:00.0;122.6052;56.4896;29.3713;27.1183;238.8522;7.2694;0.0000;7.2693;0.0003;0.6000,
2024-04-27T06:00:00.0/2024-04-27T07:00:00.0;367.1517;231.2943;168.0710;63.2234;602.3158;128.3420;7.2963;121.0457;23.3687;1.0000,
2024-04-27T07:00:00.0/2024-04-27T08:00:00.0;602.0448;427.7977;349.3431;78.4546;776.3367;207.0405;14.6263;192.4142;30.8585;1.0000,
2024-04-27T08:00:00.0/2024-04-27T09:00:00.0;811.2885;609.6594;526.7523;82.9070;871.5360;274.4580;27.1320;247.3260;48.1873;1.0000,
2024-04-27T09:00:00.0/2024-04-27T10:00:00.0;980.6367;756.9272;665.8990;91.0283;912.7952;343.1577;42.2174;300.9402;55.8442;1.0000,
2024-04-27T10:00:00.0/2024-04-27T11:00:00.0;1098.5643;858.0170;751.3089;106.7081;919.4705;710.3644;392.4400;317.9244;482.6713;1.0000,
2024-04-27T11:00:00.0/2024-04-27T12:00:00.0;1157.0535;906.9935;786.3983;120.5953;913.7681;870.1895;648.3643;221.8251;752.7411;1.0000,
2024-04-27T12:00:00.0/2024-04-27T13:00:00.0;1152.1395;900.2466;770.2986;129.9480;898.7852;898.3028;765.0941;133.2087;892.5932;1.0000,
2024-04-27T13:00:00.0/2024-04-27T14:00:00.0;1084.1816;838.0386;703.3998;134.6387;871.9360;770.0214;512.4807;257.5407;636.6982;1.0000,
2024-04-27T14:00:00.0/2024-04-27T15:00:00.0;957.8370;724.4750;589.5413;134.9337;826.6658;381.6937;145.2114;236.4823;194.2605;1.0000,
2024-04-27T15:00:00.0/2024-04-27T16:00:00.0;781.7427;570.5983;445.6728;124.9255;764.9435;168.6666;9.4579;159.2086;17.6334;1.0000,
2024-04-27T16:00:00.0/2024-04-27T17:00:00.0;567.9256;389.1149;285.4924;103.6225;671.6127;369.1526;260.1205;109.0320;618.7114;1.0000,
2024-04-27T17:00:00.0/2024-04-27T18:00:00.0;330.9810;197.1776;125.2582;71.9194;493.5394;117.7967;46.8721;70.9246;210.8807;1.0000,
2024-04-27T18:00:00.0/2024-04-27T19:00:00.0;89.3704;37.8964;15.8651;22.0313;149.0909;37.8964;15.8651;22.0313;149.0909;0.8500,
2024-04-27T19:00:00.0/2024-04-27T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-27T20:00:00.0/2024-04-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-27T21:00:00.0/2024-04-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-27T22:00:00.0/2024-04-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-27T23:00:00.0/2024-04-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-28T00:00:00.0/2024-04-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-28T01:00:00.0/2024-04-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-28T02:00:00.0/2024-04-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-28T03:00:00.0/2024-04-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-28T04:00:00.0/2024-04-28T05:00:00.0;0.0860;0.0179;0.0010;0.0169;0.0000;0.0030;0.0000;0.0030;0.0000;0.9917,
2024-04-28T05:00:00.0/2024-04-28T06:00:00.0;128.2491;59.6626;27.1198;32.5428;212.6407;9.9490;0.0000;9.9490;0.0000;0.6000,
2024-04-28T06:00:00.0/2024-04-28T07:00:00.0;372.3201;236.5145;158.0074;78.5071;557.0837;35.0819;0.0000;35.0819;0.0000;1.0000,
2024-04-28T07:00:00.0/2024-04-28T08:00:00.0;606.7155;435.2946;334.0376;101.2569;735.9220;253.0148;91.1255;161.8894;181.2261;1.0000,
2024-04-28T08:00:00.0/2024-04-28T09:00:00.0;815.4733;619.1368;507.4722;111.6646;834.7748;615.0517;499.1504;115.9014;820.1598;1.0000,
2024-04-28T09:00:00.0/2024-04-28T10:00:00.0;984.3806;768.8397;646.6629;122.1768;882.4624;696.4593;488.2556;208.2038;661.5449;1.0000,
2024-04-28T10:00:00.0/2024-04-28T11:00:00.0;1101.9423;872.5560;736.0971;136.4589;897.5673;862.2168;706.2662;155.9507;860.2318;1.0000,
2024-04-28T11:00:00.0/2024-04-28T12:00:00.0;1160.1650;923.4618;775.2651;148.1966;897.9297;923.4618;775.2651;148.1966;897.9297;1.0000,
2024-04-28T12:00:00.0/2024-04-28T13:00:00.0;1155.1028;917.9836;767.0708;150.9128;892.2872;917.9836;767.0708;150.9128;892.2872;1.0000,
2024-04-28T13:00:00.0/2024-04-28T14:00:00.0;1087.1244;856.4666;712.1526;144.3139;880.0461;731.7322;412.6099;319.1223;505.3270;1.0000,
2024-04-28T14:00:00.0/2024-04-28T15:00:00.0;960.8881;743.1288;608.8809;134.2479;850.8784;704.1301;516.4050;187.7251;726.3713;1.0000,
2024-04-28T15:00:00.0/2024-04-28T16:00:00.0;785.0235;586.1772;464.0703;122.1070;792.5931;487.4870;261.4525;226.0346;446.6100;1.0000,
2024-04-28T16:00:00.0/2024-04-28T17:00:00.0;571.5414;398.8970;294.1814;104.7156;687.0031;204.5180;39.9955;164.5224;81.9712;1.0000,
2024-04-28T17:00:00.0/2024-04-28T18:00:00.0;335.0139;202.1286;127.5033;74.6253;495.6073;73.4677;0.9940;72.4737;5.1112;1.0000,
2024-04-28T18:00:00.0/2024-04-28T19:00:00.0;93.2536;39.5368;15.8147;23.7222;143.9277;36.5906;12.6420;23.9486;122.4789;0.8333,
2024-04-28T19:00:00.0/2024-04-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-28T20:00:00.0/2024-04-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-28T21:00:00.0/2024-04-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-28T22:00:00.0/2024-04-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-28T23:00:00.0/2024-04-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-29T00:00:00.0/2024-04-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-29T01:00:00.0/2024-04-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-29T02:00:00.0/2024-04-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-29T03:00:00.0/2024-04-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-29T04:00:00.0/2024-04-29T05:00:00.0;0.3481;0.0728;0.0024;0.0704;0.0000;0.0728;0.0024;0.0704;0.0000;0.9750,
2024-04-29T05:00:00.0/2024-04-29T06:00:00.0;133.7826;61.3476;27.7910;33.5566;213.8382;47.6288;15.4203;32.2085;141.6103;0.7250,
2024-04-29T06:00:00.0/2024-04-29T07:00:00.0;377.3766;235.5064;155.3114;80.1951;540.4039;57.5221;0.0607;57.4614;0.2251;1.0000,
2024-04-29T07:00:00.0/2024-04-29T08:00:00.0;611.2755;431.0556;325.5139;105.5418;711.4678;75.0466;0.0162;75.0304;0.0329;1.0000,
2024-04-29T08:00:00.0/2024-04-29T09:00:00.0;819.5512;612.1580;493.1104;119.0476;806.7103;359.1390;143.7779;215.3611;225.3641;1.0000,
2024-04-29T09:00:00.0/2024-04-29T10:00:00.0;988.0236;758.1102;619.7822;138.3280;842.4583;195.6117;4.0838;191.5279;5.9334;1.0000,
2024-04-29T10:00:00.0/2024-04-29T11:00:00.0;1105.2272;857.2347;689.1934;168.0413;837.5627;209.8745;0.3129;209.5616;0.3879;1.0000,
2024-04-29T11:00:00.0/2024-04-29T12:00:00.0;1163.1932;904.1686;709.7631;194.4055;819.5250;223.7117;0.2378;223.4739;0.2747;1.0000,
2024-04-29T12:00:00.0/2024-04-29T13:00:00.0;1157.9928;898.8738;704.6179;194.2559;817.2252;166.6729;0.0579;166.6150;0.0673;1.0000,
2024-04-29T13:00:00.0/2024-04-29T14:00:00.0;1090.0039;841.7911;674.0093;167.7818;830.4690;299.3462;120.0093;179.3369;153.4738;1.0000,
2024-04-29T14:00:00.0/2024-04-29T15:00:00.0;963.8855;733.8075;595.9114;137.8961;830.1257;276.6030;44.4347;232.1683;58.1960;1.0000,
2024-04-29T15:00:00.0/2024-04-29T16:00:00.0;788.2587;582.0662;466.9369;115.1293;794.0842;250.5147;119.6546;130.8601;200.0614;1.0000,
2024-04-29T16:00:00.0/2024-04-29T17:00:00.0;575.1178;399.3161;303.1985;96.1176;704.0306;107.4678;0.1168;107.3510;0.2850;1.0000,
2024-04-29T17:00:00.0/2024-04-29T18:00:00.0;339.0112;206.3441;138.1367;68.2074;532.8725;49.7737;0.0350;49.7387;0.1969;1.0000,
2024-04-29T18:00:00.0/2024-04-29T19:00:00.0;97.1967;42.5174;19.3324;23.1851;174.2864;32.4533;1.0272;31.4261;12.2663;0.8250,
2024-04-29T19:00:00.0/2024-04-29T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-29T20:00:00.0/2024-04-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-29T21:00:00.0/2024-04-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-29T22:00:00.0/2024-04-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-29T23:00:00.0/2024-04-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-30T00:00:00.0/2024-04-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-30T01:00:00.0/2024-04-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-30T02:00:00.0/2024-04-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-30T03:00:00.0/2024-04-30T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-30T04:00:00.0/2024-04-30T05:00:00.0;0.7096;0.1551;0.0057;0.1494;0.0000;0.0224;0.0000;0.0224;0.0000;0.9667,
2024-04-30T05:00:00.0/2024-04-30T06:00:00.0;139.2042;66.3963;35.1029;31.2934;269.0045;8.9629;0.0000;8.9629;0.0000;0.7250,
2024-04-30T06:00:00.0/2024-04-30T07:00:00.0;382.3199;243.2680;174.2376;69.0304;600.5483;74.7667;8.5544;66.2124;26.8884;1.0000,
2024-04-30T07:00:00.0/2024-04-30T08:00:00.0;615.7239;438.0260;348.2431;89.7830;755.9142;214.1186;24.3342;189.7844;51.1642;1.0000,
2024-04-30T08:00:00.0/2024-04-30T09:00:00.0;823.5217;618.1202;516.2932;101.8270;840.3606;511.4760;331.1570;180.3191;540.6380;1.0000,
2024-04-30T09:00:00.0/2024-04-30T10:00:00.0;991.5657;764.1929;647.9962;116.1967;877.0762;466.5826;119.3261;347.2566;158.3441;1.0000,
2024-04-30T10:00:00.0/2024-04-30T11:00:00.0;1108.4197;864.2981;729.5178;134.7803;883.4707;542.6055;125.8796;416.7259;152.9210;1.0000,
2024-04-30T11:00:00.0/2024-04-30T12:00:00.0;1166.1385;912.2585;761.2108;151.0477;876.2294;754.9012;392.3186;362.5826;451.9399;1.0000,
2024-04-30T12:00:00.0/2024-04-30T13:00:00.0;1160.8101;906.8404;754.1955;152.6449;872.1089;689.2767;304.2995;384.9773;353.1271;1.0000,
2024-04-30T13:00:00.0/2024-04-30T14:00:00.0;1092.8209;848.4083;708.9652;139.4431;870.7111;758.4464;506.6399;251.8065;617.8007;1.0000,
2024-04-30T14:00:00.0/2024-04-30T15:00:00.0;966.8297;738.8990;615.3450;123.5540;853.9170;588.8240;269.0150;319.8091;374.5919;1.0000,
2024-04-30T15:00:00.0/2024-04-30T16:00:00.0;791.4486;586.6442;478.9814;107.6628;810.9849;500.4631;269.4334;231.0298;468.8346;1.0000,
2024-04-30T16:00:00.0/2024-04-30T17:00:00.0;578.6547;404.4756;314.6339;89.8417;726.0966;379.1219;266.9362;112.1857;608.3085;1.0000,
2024-04-30T17:00:00.0/2024-04-30T18:00:00.0;342.9726;211.6260;147.5884;64.0376;564.2085;185.0853;86.6748;98.4104;332.1797;1.0000,
2024-04-30T18:00:00.0/2024-04-30T19:00:00.0;101.2419;45.5010;22.5784;22.9226;201.4993;45.5010;22.5784;22.9226;201.4993;0.8083,
2024-04-30T19:00:00.0/2024-04-30T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-30T20:00:00.0/2024-04-30T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-30T21:00:00.0/2024-04-30T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-30T22:00:00.0/2024-04-30T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-30T23:00:00.0/2024-05-01T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-05-01T00:00:00.0/2024-05-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-05-01T01:00:00.0/2024-05-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-05-01T02:00:00.0/2024-05-01T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-05-01T03:00:00.0/2024-05-01T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-05-01T04:00:00.0/2024-05-01T05:00:00.0;1.2254;0.2617;0.0062;0.2555;0.0000;0.0896;0.0000;0.0896;0.0000;0.9500,
2024-05-01T05:00:00.0/2024-05-01T06:00:00.0;144.5120;61.2789;20.9544;40.3245;152.6256;23.4788;0.0001;23.4787;0.0003;0.7250,
2024-05-01T06:00:00.0/2024-05-01T07:00:00.0;387.1490;228.7040;126.8182;101.8858;427.2654;39.8181;0.0016;39.8165;0.0069;1.0000,
2024-05-01T07:00:00.0/2024-05-01T08:00:00.0;620.0600;424.4177;285.8240;138.5937;614.1531;33.8037;0.0000;33.8037;0.0000;1.0000,
2024-05-01T08:00:00.0/2024-05-01T09:00:00.0;827.3845;607.9426;451.0384;156.9042;729.6618;57.2040;0.0000;57.2040;0.0000;1.0000,
2024-05-01T09:00:00.0/2024-05-01T10:00:00.0;995.0069;755.9562;577.4009;178.5553;778.4391;103.6375;0.0001;103.6374;0.0001;1.0000,
2024-05-01T10:00:00.0/2024-05-01T11:00:00.0;1111.5199;856.4183;645.7634;210.6549;779.5014;117.2193;0.0042;117.2151;0.0049;1.0000,
2024-05-01T11:00:00.0/2024-05-01T12:00:00.0;1169.0015;904.4814;666.0349;238.4465;764.4163;170.3331;0.1170;170.2161;0.1335;1.0000,
2024-05-01T12:00:00.0/2024-05-01T13:00:00.0;1163.5553;901.2043;669.5429;231.6614;772.0833;177.1898;0.0484;177.1414;0.0554;1.0000,
2024-05-01T13:00:00.0/2024-05-01T14:00:00.0;1095.5759;847.1713;656.5250;190.6463;804.1139;182.4294;0.0572;182.3722;0.0693;1.0000,
2024-05-01T14:00:00.0/2024-05-01T15:00:00.0;969.7211;742.4909;597.6661;144.8248;827.0561;125.7366;0.0019;125.7346;0.0026;1.0000,
2024-05-01T15:00:00.0/2024-05-01T16:00:00.0;794.5934;594.0154;483.9249;110.0905;816.1018;164.8081;1.3653;163.4427;2.5195;1.0000,
2024-05-01T16:00:00.0/2024-05-01T17:00:00.0;582.1521;413.9566;329.3691;84.5875;756.3246;122.0546;0.5563;121.4983;1.1152;1.0000,
2024-05-01T17:00:00.0/2024-05-01T18:00:00.0;346.8974;222.4681;166.2148;56.2533;632.2141;125.5623;37.1987;88.3635;166.7872;1.0000,
2024-05-01T18:00:00.0/2024-05-01T19:00:00.0;105.3100;50.8309;29.2119;21.6190;258.2906;43.9469;10.3468;33.6002;85.8270;0.8000,
2024-05-01T19:00:00.0/2024-05-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-05-01T20:00:00.0/2024-05-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-05-01T21:00:00.0/2024-05-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-05-01T22:00:00.0/2024-05-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-05-01T23:00:00.0/2024-05-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-05-02T00:00:00.0/2024-05-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-05-02T01:00:00.0/2024-05-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
